Stock Name,Sector,Classification,Month,Net Qty Bought,Approx. Buy Value(In Rs. cr) *
Midwest Ltd.,Construction,Small-Cap,November-2025,74629,9.33
Globus Spirits Ltd.,FMCG,Small-Cap,November-2025,82504,9.16
EFC (I) Ltd.,Miscellaneous,Small-Cap,November-2025,318000,9.11
Epigral Ltd.,Chemicals,Small-Cap,November-2025,55400,8.87
Hikal Ltd.,Healthcare,Small-Cap,November-2025,377551,8.71
Saregama India Ltd.,Media and Communications,Small-Cap,November-2025,201047,8.57
Rain Industries Ltd.,Energy,Small-Cap,November-2025,699821,8.48
Redtape Ltd.,Retail and Other Services,Small-Cap,November-2025,630721,8.47
Supreme Petrochem Ltd.,Energy,Small-Cap,November-2025,120536,8.39
Quality Power Electrical Equipments Ltd.,Capital Goods,Small-Cap,November-2025,94130,8.30
SMS Pharmaceuticals Ltd.,Healthcare,Small-Cap,November-2025,268112,8.11
Honasa Consumer Ltd.,Miscellaneous,Small-Cap,November-2025,276055,7.93
Thirumalai Chemicals Ltd.,Chemicals,Small-Cap,November-2025,308820,7.79
Pondy Oxides & Chemicals Ltd.,Metals,Small-Cap,November-2025,57740,7.67
Sona BLW Precision Forgings Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,147496,7.26
Aegis Vopak Terminals Ltd.,Miscellaneous,Small-Cap,November-2025,267488,7.22
Linde India Ltd.,Energy,Mid-Cap,November-2025,11731,7.03
Rail Vikas Nigam Ltd.,Infrastructure,Mid-Cap,November-2025,213081,6.96
The Anup Engineering Ltd.,Capital Goods,Small-Cap,November-2025,30026,6.86
Fiem Industries Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,31194,6.79
Kalpataru Projects International Ltd.,Infrastructure,Small-Cap,November-2025,55125,6.77
Finbud Financial Services Ltd.,Financials,Small-Cap,November-2025,435000,6.76
Ellenbarrie Industrial Gases Ltd.,Energy,Small-Cap,November-2025,156951,6.66
Godfrey Phillips India Ltd.,FMCG,Mid-Cap,November-2025,21486,6.39
Lumax Auto Technologies Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,47486,6.33
JSW Cement Ltd.,Construction,Small-Cap,November-2025,494142,6.21
Gujarat Narmada Valley Fertilizers & Chemicals Ltd,Chemicals,Small-Cap,November-2025,120255,6.02
Steelcast Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,265541,5.91
Sanathan Textiles Ltd.,Textile,Small-Cap,November-2025,124854,5.91
JSW Holdings Ltd.,Financials,Small-Cap,November-2025,3139,5.75
Ajax Engineering Ltd.,Capital Goods,Small-Cap,November-2025,91206,5.63
V-Mart Retail Ltd.,Retail and Other Services,Small-Cap,November-2025,69545,5.61
Shakti Pumps (India) Ltd.,Capital Goods,Small-Cap,November-2025,74712,5.60
Yes Bank Ltd.,Financials,Mid-Cap,November-2025,2384563,5.45
Yash Highvoltage Ltd.,Capital Goods,Small-Cap,November-2025,108250,5.44
Symphony Ltd.,Miscellaneous,Small-Cap,November-2025,60389,5.42
Ivalue Infosolutions Ltd.,Consumer Durables,Small-Cap,November-2025,181349,5.32
Central Bank Of India,Financials,Small-Cap,November-2025,1310914,5.10
Tata Chemicals Ltd.,Chemicals,Small-Cap,November-2025,57356,4.85
Indian Overseas Bank,Financials,Mid-Cap,November-2025,1203038,4.75
UCO Bank,Financials,Mid-Cap,November-2025,1448684,4.64
Finolex Industries Ltd.,Consumer Durables,Small-Cap,November-2025,248358,4.55
Galaxy Surfactants Ltd.,FMCG,Small-Cap,November-2025,21312,4.53
Rashi Peripherals Ltd.,Miscellaneous,Small-Cap,November-2025,136414,4.47
Aadhar Housing Finance Ltd.,Financials,Small-Cap,November-2025,88858,4.40
Indian Renewable Energy Development Agency Ltd.,Financials,Mid-Cap,November-2025,293826,4.33
IIFL Capital Services Ltd.,Financials,Small-Cap,November-2025,123695,4.09
VA Tech Wabag Ltd.,Miscellaneous,Small-Cap,November-2025,29135,4.03
Hi-Tech Pipes Ltd.,Metals,Small-Cap,November-2025,361271,3.89
Neuland Laboratories Ltd.,Healthcare,Small-Cap,November-2025,2256,3.81
Nocil Ltd.,Chemicals,Small-Cap,November-2025,213508,3.80
Azad Engineering Ltd.,Capital Goods,Small-Cap,November-2025,22416,3.79
Gravita India Ltd.,Metals,Small-Cap,November-2025,21496,3.75
Ecos (India) Mobility & Hospitality Ltd.,Miscellaneous,Small-Cap,November-2025,163638,3.72
Updater Services Ltd.,Miscellaneous,Small-Cap,November-2025,171257,3.63
Arvind Fashions Ltd.,Retail and Other Services,Small-Cap,November-2025,71009,3.57
Ambuja Cements Ltd.,Construction,Large-Cap,November-2025,63876,3.56
Acutaas Chemicals Ltd.,Healthcare,Small-Cap,November-2025,19698,3.51
Swan Corp Ltd.,Textile,Small-Cap,November-2025,76076,3.49
Huhtamaki India Ltd.,FMCG,Small-Cap,November-2025,148319,3.44
Care Ratings Ltd.,Miscellaneous,Small-Cap,November-2025,21352,3.34
AIA Engineering Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,9371,3.33
DCM Shriram Ltd.,Diversified,Small-Cap,November-2025,26475,3.31
Banco Products (India) Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,46681,3.24
Atlanta Electricals Ltd.,Capital Goods,Small-Cap,November-2025,33308,3.21
Transport Corporation Of India Ltd.,Logistics,Small-Cap,November-2025,27104,3.11
PC Jeweller Ltd.,Retail and Other Services,Small-Cap,November-2025,2856291,3.07
ASM Technologies Ltd.,Technology,Small-Cap,November-2025,8397,3.03
Euro Pratik Sales Ltd.,Construction,Small-Cap,November-2025,91381,3.01
Garware Technical Fibres Ltd.,Textile,Small-Cap,November-2025,40190,2.94
GR Infraprojects Ltd.,Infrastructure,Small-Cap,November-2025,25787,2.89
Gopal Snacks Ltd.,FMCG,Small-Cap,November-2025,83400,2.84
PVR Inox Ltd.,Media and Communications,Small-Cap,November-2025,24373,2.77
Sharda Cropchem Ltd.,Chemicals,Small-Cap,November-2025,31723,2.74
Bajel Projects Ltd.,Infrastructure,Small-Cap,November-2025,145484,2.69
Tips Music Ltd.,Media and Communications,Small-Cap,November-2025,49407,2.67
Trident Ltd.,Textile,Small-Cap,November-2025,910938,2.59
Ventive Hospitality Ltd.,Travel,Small-Cap,November-2025,34085,2.50
MM Forgings Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,78279,2.48
Bansal Wire Industries Ltd.,Metals,Small-Cap,November-2025,78846,2.48
Windlas Biotech Ltd.,Healthcare,Small-Cap,November-2025,28470,2.46
Solarworld Energy Solutions Ltd.,Infrastructure,Small-Cap,November-2025,70907,2.20
Kirloskar Pneumatic Company Ltd.,Capital Goods,Small-Cap,November-2025,19111,2.11
VIP Industries Ltd.,FMCG,Small-Cap,November-2025,53991,2.11
Schneider Electric Infrastructure Ltd.,Capital Goods,Small-Cap,November-2025,26757,2.08
TCPL Packaging Ltd.,FMCG,Small-Cap,November-2025,6267,2.03
Adani Total Gas Ltd.,Energy,Mid-Cap,November-2025,32490,2.01
Birla Corporation Ltd.,Construction,Small-Cap,November-2025,17248,1.98
Apeejay Surrendra Park Hotels Ltd.,Travel,Small-Cap,November-2025,136166,1.97
Rajratan Global Wire Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,45001,1.95
Greaves Cotton Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,85416,1.84
Reliance Power Ltd.,Energy,Small-Cap,November-2025,425978,1.84
Ratnamani Metals & Tubes Ltd.,Metals,Small-Cap,November-2025,7596,1.82
Amanta Healthcare Ltd.,Healthcare,Small-Cap,November-2025,158939,1.81
Sundaram-Clayton Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,12681,1.79
Greenply Industries Ltd.,Construction,Small-Cap,November-2025,59820,1.76
Laxmi Organic Industries Ltd.,Chemicals,Small-Cap,November-2025,92502,1.75
Suryoday Small Finance Bank Ltd.,Financials,Small-Cap,November-2025,118325,1.74
Esab India Ltd.,Capital Goods,Small-Cap,November-2025,3212,1.70
Kirloskar Brothers Ltd.,Capital Goods,Small-Cap,November-2025,9178,1.64
Mahindra Lifespace Developers Ltd.,Construction,Small-Cap,November-2025,39614,1.59
Cyient DLM Ltd.,Capital Goods,Small-Cap,November-2025,36148,1.59
West Coast Paper Mills Ltd.,FMCG,Small-Cap,November-2025,35609,1.57
Punjab & Sind Bank,Financials,Small-Cap,November-2025,469529,1.44
Ircon International Ltd.,Infrastructure,Small-Cap,November-2025,86612,1.43
H.G. Infra Engineering Ltd.,Infrastructure,Small-Cap,November-2025,14862,1.33
Kennametal India Ltd.,Capital Goods,Small-Cap,November-2025,6104,1.31
CIE Automotive India Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,31057,1.31
Hindustan Foods Ltd.,Diversified,Small-Cap,November-2025,23469,1.25
Thomas Cook (India) Ltd.,Travel,Small-Cap,November-2025,78259,1.21
Gufic Biosciences Ltd.,Healthcare,Small-Cap,November-2025,32291,1.10
Sagar Cements Ltd.,Construction,Small-Cap,November-2025,49142,1.09
Jaiprakash Power Ventures Ltd.,Energy,Small-Cap,November-2025,584221,1.08
Refex Industries Ltd.,Energy,Small-Cap,November-2025,28756,1.03
Sanofi Consumer Healthcare India Ltd.,Healthcare,Small-Cap,November-2025,2169,1.03
Tata Investment Corporation Ltd.,Financials,Mid-Cap,November-2025,13045,1.01
Somany Ceramics Ltd.,Construction,Small-Cap,November-2025,22916,1.01
Rites Ltd.,Capital Goods,Small-Cap,November-2025,41365,1.00
Godavari Biorefineries Ltd.,FMCG,Small-Cap,November-2025,36448,0.95
Northern ARC Capital Ltd.,Financials,Small-Cap,November-2025,33889,0.92
The New India Assurance Company Ltd.,Financials,Small-Cap,November-2025,50749,0.91
Surya Roshni Ltd.,Metals,Small-Cap,November-2025,32381,0.90
Dr Agarwals Eye Hospital Ltd.,Healthcare,Small-Cap,November-2025,1621,0.89
Suprajit Engineering Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,18180,0.84
Railtel Corporation Of India Ltd.,Media and Communications,Small-Cap,November-2025,23681,0.84
Savita Oil Technologies Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,21488,0.83
PN Gadgil Jewellers Ltd.,Retail and Other Services,Small-Cap,November-2025,12967,0.83
Bajaj Finserv Ltd.,Financials,Large-Cap,November-2025,3898,0.82
Olectra Greentech Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,5610,0.79
Action Construction Equipment Ltd.,Logistics,Small-Cap,November-2025,7188,0.75
Heritage Foods Ltd.,FMCG,Small-Cap,November-2025,15177,0.73
Cochin Shipyard Ltd.,Automobile and Ancillaries,Mid-Cap,November-2025,4249,0.73
Reliance Infrastructure Ltd.,Energy,Small-Cap,November-2025,36219,0.70
Divgi Torqtransfer Systems Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,11607,0.70
Shyam Metalics And Energy Ltd.,Metals,Small-Cap,November-2025,8310,0.70
Ramkrishna Forgings Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,11839,0.65
IDBI Bank Ltd.,Financials,Mid-Cap,November-2025,58320,0.60
The Federal Bank Ltd.,Financials,Mid-Cap,November-2025,24466,0.60
Ingersoll-Rand (India) Ltd.,Capital Goods,Small-Cap,November-2025,1566,0.59
Century Enka Ltd.,Textile,Small-Cap,November-2025,12225,0.57
Brigade Hotel Ventures Ltd.,Travel,Small-Cap,November-2025,70524,0.57
The Fertilisers And Chemicals Travancore Ltd.,Chemicals,Mid-Cap,November-2025,6306,0.56
GNA Axles Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,16882,0.53
MAS Financial Services Ltd.,Financials,Small-Cap,November-2025,16905,0.52
Tejas Networks Ltd.,Media and Communications,Small-Cap,November-2025,9935,0.51
Zuari Industries Ltd.,FMCG,Small-Cap,November-2025,15000,0.49
Shipping Corporation Of India Ltd.,Logistics,Small-Cap,November-2025,19785,0.49
Xpro India Ltd.,Consumer Durables,Small-Cap,November-2025,4591,0.49
Maharashtra Seamless Ltd.,Metals,Small-Cap,November-2025,8318,0.48
Kalyani Steels Ltd.,Metals,Small-Cap,November-2025,5723,0.47
Heidelberg Cement India Ltd.,Construction,Small-Cap,November-2025,24535,0.47
Alicon Castalloy Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,5140,0.47
IFCI Ltd.,Financials,Small-Cap,November-2025,80020,0.44
Vishnu Chemicals Ltd.,Chemicals,Small-Cap,November-2025,8493,0.44
eClerx Services Ltd.,Technology,Small-Cap,November-2025,907,0.42
Bombay Burmah Trading Corporation Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,2057,0.39
CE Info Systems Ltd.,Technology,Small-Cap,November-2025,2235,0.39
ITI Ltd.,Media and Communications,Small-Cap,November-2025,12070,0.38
Shriram Pistons & Rings Ltd,Automobile and Ancillaries,Small-Cap,November-2025,1390,0.36
Carysil Ltd.,FMCG,Small-Cap,November-2025,3488,0.34
Swaraj Engines Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,859,0.33
JBM Auto Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,5205,0.33
Tata Teleservices (Maharashtra) Ltd.,Media and Communications,Small-Cap,November-2025,60765,0.32
Valor Estate Ltd.,Construction,Small-Cap,November-2025,22334,0.31
Alkyl Amines Chemicals Ltd.,Chemicals,Small-Cap,November-2025,1669,0.30
TCI Express Ltd.,Logistics,Small-Cap,November-2025,4683,0.30
Alok Industries Ltd.,Textile,Small-Cap,November-2025,153769,0.26
Rashtriya Chemicals and Fertilizers Ltd.,Chemicals,Small-Cap,November-2025,17272,0.25
Foseco India Ltd.,Chemicals,Small-Cap,November-2025,389,0.21
MMTC Ltd.,Miscellaneous,Small-Cap,November-2025,21261,0.14
Kaveri Seed Company Ltd.,FMCG,Small-Cap,November-2025,1379,0.14
Tanla Platforms Ltd.,Technology,Small-Cap,November-2025,2057,0.12
Lemon Tree Hotels Ltd.,Travel,Small-Cap,November-2025,6858,0.11
Standard Glass Lining Technology Ltd.,Capital Goods,Small-Cap,November-2025,6584,0.11
Gujarat Alkalies And Chemicals Ltd.,Chemicals,Small-Cap,November-2025,1810,0.10
Orient Cement Ltd.,Construction,Small-Cap,November-2025,5402,0.10
Cigniti Technologies Ltd.,Technology,Small-Cap,November-2025,316,0.06
LMW Ltd.,Textile,Small-Cap,November-2025,30,0.05
Salzer Electronics Ltd.,Capital Goods,Small-Cap,November-2025,650,0.05
Kewal Kiran Clothing Ltd.,Textile,Small-Cap,November-2025,1002,0.05
Infibeam Avenues Ltd.,Financials,Small-Cap,November-2025,17453,0.03
Hindustan Construction Company Ltd.,Infrastructure,Small-Cap,November-2025,6226,0.02
PTC India Ltd.,Energy,Small-Cap,November-2025,979,0.02
RattanIndia Enterprises Ltd.,Financials,Small-Cap,November-2025,3868,0.02
Inox Green Energy Services Ltd.,Infrastructure,Small-Cap,November-2025,662,0.02
KPI Green Energy Ltd.,Infrastructure,Small-Cap,November-2025,396,0.02
Easy Trip Planners Ltd.,Travel,Small-Cap,November-2025,20117,0.02
Electrosteel Castings Ltd.,Metals,Small-Cap,November-2025,1352,0.01
Ion Exchange (India) Ltd.,Miscellaneous,Small-Cap,November-2025,344,0.01
Jain Irrigation Systems Ltd.,Consumer Durables,Small-Cap,November-2025,2043,0.01
Prism Johnson Ltd.,Construction,Small-Cap,November-2025,506,0.01
Sunflag Iron And Steel Company Ltd.,Metals,Small-Cap,November-2025,276,0.01
Borosil Renewables Ltd.,Construction,Small-Cap,November-2025,194,0.01
Sandur Manganese & Iron Ores Ltd.,Energy,Small-Cap,November-2025,515,0.01
Sunteck Realty Ltd.,Construction,Small-Cap,November-2025,221,0.01
Lloyds Enterprises Ltd.,Miscellaneous,Small-Cap,November-2025,1343,0.01
Sequent Scientific Ltd.,Healthcare,Small-Cap,November-2025,649,0.01
Websol Energy System Ltd.,Capital Goods,Small-Cap,November-2025,1220,0.01
Kitex Garments Ltd.,Textile,Small-Cap,November-2025,350,0.01
Polyplex Corporation Ltd.,Consumer Durables,Small-Cap,November-2025,61,0.01
Gujarat Ambuja Exports Ltd.,FMCG,Small-Cap,November-2025,564,0.01
Ganesh Housing Ltd.,Construction,Small-Cap,November-2025,91,0.01
Optiemus Infracom Ltd.,Miscellaneous,Small-Cap,November-2025,90,0.01
Balaji Amines Ltd.,Chemicals,Small-Cap,November-2025,44,0.01
Balu Forge Industries Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,182,0.01
Rajesh Exports Ltd.,Retail and Other Services,Small-Cap,November-2025,553,0.01
Vaibhav Global Ltd.,Retail and Other Services,Small-Cap,November-2025,241,0.01
Welspun Enterprises Ltd.,Infrastructure,Small-Cap,November-2025,236,0.01
Aurionpro Solutions Ltd.,Technology,Small-Cap,November-2025,130,0.01
Shree Renuka Sugars Ltd.,FMCG,Small-Cap,November-2025,3272,0.01
Network 18 Media & Investments Ltd.,Media and Communications,Small-Cap,November-2025,3016,0.01
Sun Pharma Advanced Research Company Ltd.,Miscellaneous,Small-Cap,November-2025,512,0.01
Puravankara Ltd.,Construction,Small-Cap,November-2025,242,0.01
Jai Balaji Industries Ltd.,Metals,Small-Cap,November-2025,1054,0.01
J Kumar Infraprojects Ltd.,Infrastructure,Small-Cap,November-2025,167,0.01
Man InfraConstruction Ltd.,Infrastructure,Small-Cap,November-2025,499,0.01
MSTC Ltd.,Miscellaneous,Small-Cap,November-2025,100,0.01
TVS Supply Chain Solutions Ltd.,Logistics,Small-Cap,November-2025,513,0.01
Prince Pipes and Fittings Ltd.,Consumer Durables,Small-Cap,November-2025,177,0.01
Skipper Ltd.,Capital Goods,Small-Cap,November-2025,156,0.01
RattanIndia Power Ltd.,Energy,Small-Cap,November-2025,10844,0.01
Dilip Buildcon Ltd.,Construction,Small-Cap,November-2025,178,0.01
eMudhra Ltd.,Technology,Small-Cap,November-2025,111,0.01
Waaree Renewable Technologies Ltd.,Infrastructure,Small-Cap,November-2025,104,0.01
Fusion Finance Ltd.,Financials,Small-Cap,November-2025,678,0.01
Lloyds Engineering Works Ltd.,Capital Goods,Small-Cap,November-2025,2216,0.01
Share India Securities Ltd.,Financials,Small-Cap,November-2025,312,0.01
Sterling and Wilson Renewable Energy Ltd.,Infrastructure,Small-Cap,November-2025,584,0.01
Hemisphere Properties India Ltd.,Construction,Small-Cap,November-2025,363,0.01
GMR Power and Urban Infra Ltd.,Energy,Small-Cap,November-2025,1177,0.01
Enviro Infra Engineers Ltd.,Infrastructure,Small-Cap,November-2025,216,0.01
Entero Healthcare Solutions Ltd.,Miscellaneous,Small-Cap,November-2025,66,0.01
Bombay Dyeing And Manufacturing Company Ltd.,Textile,Small-Cap,November-2025,6,0.00
Bajaj Hindusthan Sugar Ltd.,FMCG,Small-Cap,November-2025,62,0.00
Bhansali Engineering Polymers Ltd.,Chemicals,Small-Cap,November-2025,6,0.00
Mahanagar Telephone Nigam Ltd.,Media and Communications,Small-Cap,November-2025,19,0.00
DCW Ltd.,Chemicals,Small-Cap,November-2025,10,0.00
Uflex Ltd.,FMCG,Small-Cap,November-2025,1,0.00
Goodyear India Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,1,0.00
Hindustan Oil Exploration Company Ltd.,Energy,Small-Cap,November-2025,6,0.00
IG Petrochemicals Ltd.,Chemicals,Small-Cap,November-2025,1,0.00
Sundrop Brands Ltd.,FMCG,Small-Cap,November-2025,1,0.00
Jindal Poly Films Ltd.,Textile,Small-Cap,November-2025,1,0.00
Morepen Laboratories Ltd.,Healthcare,Small-Cap,November-2025,504,0.00
NIIT Ltd.,Retail and Other Services,Small-Cap,November-2025,6,0.00
Timex Group India Ltd.,Consumer Durables,Small-Cap,November-2025,2,0.00
Mukand Ltd.,Metals,Small-Cap,November-2025,3,0.00
Novartis India Ltd.,Miscellaneous,Small-Cap,November-2025,11,0.00
Andhra Paper Ltd.,FMCG,Small-Cap,November-2025,4,0.00
Seshasayee Paper and Boards Ltd.,FMCG,Small-Cap,November-2025,2,0.00
Siyaram Silk Mills Ltd.,Textile,Small-Cap,November-2025,1,0.00
Automotive Axles Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,1,0.00
Responsive Industries Ltd.,Consumer Durables,Small-Cap,November-2025,3,0.00
Grauer & Weil (India) Ltd.,Chemicals,Small-Cap,November-2025,9,0.00
Federal-Mogul Goetze (India) Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,1,0.00
Rane Holdings Ltd.,Financials,Small-Cap,November-2025,1,0.00
WPIL Ltd.,Capital Goods,Small-Cap,November-2025,2,0.00
Prakash Industries Ltd.,Metals,Small-Cap,November-2025,6,0.00
Bliss GVS Pharma Ltd.,Healthcare,Small-Cap,November-2025,89,0.00
Alembic Ltd.,Construction,Small-Cap,November-2025,4,0.00
Anuh Pharma Ltd.,Healthcare,Small-Cap,November-2025,41,0.00
Fermenta Biotech Ltd.,Healthcare,Small-Cap,November-2025,14,0.00
GOCL Corporation Ltd.,Chemicals,Small-Cap,November-2025,1,0.00
Unichem Laboratories Ltd.,Healthcare,Small-Cap,November-2025,29,0.00
Gujarat Themis Biosyn Ltd.,Healthcare,Small-Cap,November-2025,43,0.00
Jagsonpal Pharmaceuticals Ltd.,Healthcare,Small-Cap,November-2025,26,0.00
Cosmo First Ltd.,Consumer Durables,Small-Cap,November-2025,1,0.00
Navneet Education Ltd.,Media and Communications,Small-Cap,November-2025,5,0.00
BirlaNu Ltd.,Construction,Small-Cap,November-2025,1,0.00
Vakrangee Ltd.,Technology,Small-Cap,November-2025,43,0.00
Ugro Capital Ltd.,Financials,Small-Cap,November-2025,4,0.00
Jai Corp Ltd.,Consumer Durables,Small-Cap,November-2025,3,0.00
SG Mart Ltd.,Miscellaneous,Small-Cap,November-2025,4,0.00
Steel Strips Wheels Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,2,0.00
Himatsingka Seide Ltd.,Textile,Small-Cap,November-2025,5,0.00
Sangam (India) Ltd.,Textile,Small-Cap,November-2025,1,0.00
Jyoti Resins & Adhesives Ltd.,Chemicals,Small-Cap,November-2025,1,0.00
Gujarat Industries Power Company Ltd.,Energy,Small-Cap,November-2025,3,0.00
Igarashi Motors India Ltd.,Capital Goods,Small-Cap,November-2025,1,0.00
ADF Foods Ltd.,FMCG,Small-Cap,November-2025,2,0.00
Shanthi Gears Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,1,0.00
HLE Glascoat Ltd.,Capital Goods,Small-Cap,November-2025,1,0.00
Mayur Uniquoters Ltd.,FMCG,Small-Cap,November-2025,1,0.00
EIH Associated Hotels Ltd.,Travel,Small-Cap,November-2025,1,0.00
Venky'S (India) Ltd.,FMCG,Small-Cap,November-2025,1,0.00
Balmer Lawrie & Company Ltd.,Diversified,Small-Cap,November-2025,5,0.00
National Fertilizers Ltd.,Chemicals,Small-Cap,November-2025,512,0.00
Apcotex Industries Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,1,0.00
Ashiana Housing Ltd.,Construction,Small-Cap,November-2025,2,0.00
IOL Chemicals And Pharmaceuticals Ltd.,Healthcare,Small-Cap,November-2025,165,0.00
Wanbury Ltd.,Healthcare,Small-Cap,November-2025,27,0.00
Kopran Ltd.,Healthcare,Small-Cap,November-2025,37,0.00
Vimta Labs Ltd.,Miscellaneous,Small-Cap,November-2025,20,0.00
Syncom Formulations (India) Ltd.,Healthcare,Small-Cap,November-2025,631,0.00
KMC Speciality Hospitals (India) Ltd.,Healthcare,Small-Cap,November-2025,55,0.00
Hester Biosciences Ltd.,Healthcare,Small-Cap,November-2025,6,0.00
NACL Industries Ltd.,Chemicals,Small-Cap,November-2025,3,0.00
Fischer Medical Ventures Ltd.,Chemicals,Small-Cap,November-2025,143,0.00
Panama Petrochem Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,1,0.00
Andrew Yule & Company Ltd.,FMCG,Small-Cap,November-2025,4,0.00
Filatex India Ltd.,Textile,Small-Cap,November-2025,10,0.00
Sanghi Industries Ltd.,Construction,Small-Cap,November-2025,4,0.00
Goldiam International Ltd.,Retail and Other Services,Small-Cap,November-2025,3,0.00
Seamec Ltd.,Logistics,Small-Cap,November-2025,1,0.00
Confidence Petroleum India Ltd.,Energy,Small-Cap,November-2025,9,0.00
63 Moons Technologies Ltd.,Technology,Small-Cap,November-2025,2,0.00
Sanghvi Movers Ltd.,Logistics,Small-Cap,November-2025,3,0.00
Themis Medicare Ltd.,Healthcare,Small-Cap,November-2025,41,0.00
Suven Life Sciences Ltd.,Healthcare,Small-Cap,November-2025,84,0.00
Genus Power Infrastructures Ltd.,Capital Goods,Small-Cap,November-2025,7,0.00
Goodluck India Ltd.,Metals,Small-Cap,November-2025,1,0.00
Sterling Tools Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,1,0.00
Shilchar Technologies Ltd.,Capital Goods,Small-Cap,November-2025,1,0.00
Panacea Biotec Ltd.,Healthcare,Small-Cap,November-2025,23,0.00
Eveready Industries India Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,3,0.00
Hatsun Agro Product Ltd.,FMCG,Small-Cap,November-2025,31,0.00
Jindal Worldwide Ltd.,Textile,Small-Cap,November-2025,615,0.00
Lincoln Pharmaceuticals Ltd.,Healthcare,Small-Cap,November-2025,14,0.00
Vidhi Specialty Food Ingredients Ltd.,Chemicals,Small-Cap,November-2025,1,0.00
Sindhu Trade Links Ltd.,Logistics,Small-Cap,November-2025,25,0.00
3B Blackbio Dx Ltd.,Healthcare,Small-Cap,November-2025,7,0.00
PNB Gilts Ltd.,Financials,Small-Cap,November-2025,3,0.00
Ramco Industries Ltd.,Construction,Small-Cap,November-2025,3,0.00
Axiscades Technologies Ltd.,Technology,Small-Cap,November-2025,1,0.00
BF Utilities Ltd.,Energy,Small-Cap,November-2025,1,0.00
Kama Holdings Ltd.,Financials,Small-Cap,November-2025,3,0.00
Indoco Remedies Ltd.,Healthcare,Small-Cap,November-2025,54,0.00
Nectar Lifesciences Ltd.,Healthcare,Small-Cap,November-2025,285,0.00
Everest Kanto Cylinder Ltd.,Capital Goods,Small-Cap,November-2025,2,0.00
Jagran Prakashan Ltd.,Media and Communications,Small-Cap,November-2025,4,0.00
Allcargo Logistics Ltd.,Logistics,Small-Cap,November-2025,1442,0.00
Technocraft Industries (India) Ltd.,Metals,Small-Cap,November-2025,1,0.00
Dish TV India Ltd.,Media and Communications,Small-Cap,November-2025,88,0.00
Insecticides (India) Ltd.,Chemicals,Small-Cap,November-2025,1,0.00
Hinduja Global Solutions Ltd.,Technology,Small-Cap,November-2025,1,0.00
Paisalo Digital Ltd.,Financials,Small-Cap,November-2025,38,0.00
Kolte-Patil Developers Ltd.,Construction,Small-Cap,November-2025,2,0.00
SEPC Ltd.,Infrastructure,Small-Cap,November-2025,84,0.00
D.B. Corp Ltd.,Media and Communications,Small-Cap,November-2025,3,0.00
Kiri Industries Ltd.,Chemicals,Small-Cap,November-2025,2,0.00
Shankara Building Products Ltd.,Metals,Small-Cap,November-2025,1,0.00
Dollar Industries Ltd.,Textile,Small-Cap,November-2025,1,0.00
Sastasundar Ventures Ltd.,Financials,Small-Cap,November-2025,11,0.00
Rama Steel Tubes Ltd.,Metals,Small-Cap,November-2025,51,0.00
Ramky Infrastructure Ltd.,Infrastructure,Small-Cap,November-2025,1,0.00
Shriram Properties Ltd.,Construction,Small-Cap,November-2025,7,0.00
Tamilnad Mercantile Bank Ltd.,Financials,Small-Cap,November-2025,8,0.00
HMA Agro Industries Ltd.,FMCG,Small-Cap,November-2025,6,0.00
Happy Forgings Ltd.,Automobile and Ancillaries,Small-Cap,November-2025,2,0.00
Bajaj Healthcare Ltd.,Healthcare,Small-Cap,November-2025,12,0.00
Lux Industries Ltd.,Textile,Small-Cap,November-2025,31,0.00
Hathway Cable & Datacom Ltd.,Media and Communications,Small-Cap,November-2025,30,0.00
