Stock Name,Sector,Classification,Month,Net Qty Bought,Approx. Buy Value(In Rs. cr) *
Axiscades Technologies Ltd.,Capital Goods,Small-Cap,February-2026,47905,6.32
Amagi Media Labs Ltd.,Technology,Small-Cap,February-2026,166883,6.25
Bajaj Holdings & Investment Ltd.,Financials,Large-Cap,February-2026,5745,6.21
SIS Ltd.,Miscellaneous,Small-Cap,February-2026,189968,6.10
Brigade Enterprises Ltd.,Construction,Small-Cap,February-2026,83393,6.03
Minda Corporation Ltd.,Automobile and Ancillaries,Small-Cap,February-2026,106223,5.94
Gulf Oil Lubricants India Ltd.,Automobile and Ancillaries,Small-Cap,February-2026,53516,5.87
Caplin Point Laboratories Ltd.,Healthcare,Small-Cap,February-2026,33725,5.86
Laxmi Organic Industries Ltd.,Chemicals,Small-Cap,February-2026,432870,5.79
Maharashtra Seamless Ltd.,Metals,Small-Cap,February-2026,106123,5.74
JK Paper Ltd.,FMCG,Small-Cap,February-2026,166409,5.73
Healthcare Global Enterprises Ltd.,Healthcare,Small-Cap,February-2026,97422,5.69
Aditya Birla Real Estate Ltd.,Construction,Small-Cap,February-2026,44342,5.67
Shipping Corporation Of India Ltd.,Logistics,Small-Cap,February-2026,228859,5.59
Andhra Paper Ltd.,FMCG,Small-Cap,February-2026,835188,5.58
Pricol Ltd.,Automobile and Ancillaries,Small-Cap,February-2026,96857,5.58
Automotive Axles Ltd.,Automobile and Ancillaries,Small-Cap,February-2026,28143,5.52
NIIT Learning Systems Ltd. ,Technology,Small-Cap,February-2026,149655,5.49
Crompton Greaves Consumer Electricals Ltd.,Consumer Durables,Small-Cap,February-2026,225883,5.41
Star Health and Allied Insurance Company Ltd.,Financials,Small-Cap,February-2026,115416,5.39
Shoppers Stop Ltd.,Retail and Other Services,Small-Cap,February-2026,159339,5.34
Anand Rathi Wealth Ltd.,Financials,Small-Cap,February-2026,17631,5.26
Tata Capital Ltd.,Financials,Large-Cap,February-2026,152578,5.15
The India Cements Ltd.,Construction,Small-Cap,February-2026,118776,5.13
Lumax Industries Ltd.,Automobile and Ancillaries,Small-Cap,February-2026,9148,4.99
HBL Engineering Ltd.,Automobile and Ancillaries,Small-Cap,February-2026,67034,4.92
Mold-Tek Packaging Ltd.,FMCG,Small-Cap,February-2026,85600,4.81
Filatex India Ltd.,Textile,Small-Cap,February-2026,1050473,4.69
Alivus Life Sciences Ltd.,Healthcare,Small-Cap,February-2026,49933,4.68
Indian Renewable Energy Development Agency Ltd.,Financials,Mid-Cap,February-2026,355203,4.52
Fujiyama Power Systems Ltd.,Capital Goods,Small-Cap,February-2026,232508,4.50
Shilpa Medicare Ltd.,Healthcare,Small-Cap,February-2026,142112,4.45
Sandur Manganese & Iron Ores Ltd.,Energy,Small-Cap,February-2026,202961,4.44
West Coast Paper Mills Ltd.,FMCG,Small-Cap,February-2026,105094,4.32
IIFL Capital Services Ltd.,Financials,Small-Cap,February-2026,138996,4.30
MTAR Technologies Ltd.,Capital Goods,Small-Cap,February-2026,12626,4.25
Electronics Mart India Ltd.,Retail and Other Services,Small-Cap,February-2026,434954,4.17
Bharat Petroleum Corporation Ltd.,Energy,Large-Cap,February-2026,107323,4.02
GE Power India Ltd.,Infrastructure,Small-Cap,February-2026,84428,4.02
Aditya Birla Fashion and Retail Ltd.,Retail and Other Services,Small-Cap,February-2026,598333,3.99
Skipper Ltd.,Capital Goods,Small-Cap,February-2026,107976,3.93
Sudarshan Chemical Industries Ltd.,Chemicals,Small-Cap,February-2026,43917,3.91
Marksans Pharma Ltd.,Healthcare,Small-Cap,February-2026,230882,3.90
MOIL Ltd.,Energy,Small-Cap,February-2026,115572,3.89
PCBL Chemical Ltd.,Chemicals,Small-Cap,February-2026,134435,3.87
Bajel Projects Ltd.,Infrastructure,Small-Cap,February-2026,241024,3.81
Genus Prime Infrastructures Ltd.,Infrastructure,Small-Cap,February-2026,1478856,3.70
Vintage Coffee & Beverages Ltd.,Miscellaneous,Small-Cap,February-2026,249856,3.65
Supreme Industries Ltd.,Consumer Durables,Mid-Cap,February-2026,9728,3.64
Thirumalai Chemicals Ltd.,Chemicals,Small-Cap,February-2026,187952,3.57
PDS Ltd.,Miscellaneous,Small-Cap,February-2026,109091,3.51
Signatureglobal (India) Ltd.,Construction,Small-Cap,February-2026,36866,3.49
Choice International Ltd.,Financials,Small-Cap,February-2026,46269,3.48
Ivalue Infosolutions Ltd.,Consumer Durables,Small-Cap,February-2026,148689,3.47
Redington Ltd.,Miscellaneous,Small-Cap,February-2026,124885,3.45
DCM Shriram Ltd.,Diversified,Small-Cap,February-2026,30877,3.42
Himadri Speciality Chemical Ltd.,Chemicals,Small-Cap,February-2026,71082,3.36
Suraksha Diagnostic Ltd.,Healthcare,Small-Cap,February-2026,121933,3.28
GR Infraprojects Ltd.,Infrastructure,Small-Cap,February-2026,34064,3.26
Mahindra Lifespace Developers Ltd.,Construction,Small-Cap,February-2026,89372,3.24
JM Financial Ltd.,Financials,Small-Cap,February-2026,248126,3.18
Motilal Oswal Financial Services Ltd.,Financials,Mid-Cap,February-2026,42590,3.15
Edelweiss Financial Services Ltd.,Financials,Small-Cap,February-2026,279431,3.09
Tamilnad Mercantile Bank Ltd.,Financials,Small-Cap,February-2026,48242,3.08
Yatharth Hospital & Trauma Care Services Ltd.,Healthcare,Small-Cap,February-2026,47030,3.05
Universal Cables Ltd.,Capital Goods,Small-Cap,February-2026,41629,2.96
Nephrocare Health Services Ltd.,Healthcare,Small-Cap,February-2026,52218,2.93
Vidya Wires Ltd.,Capital Goods,Small-Cap,February-2026,570000,2.85
Surya Roshni Ltd.,Metals,Small-Cap,February-2026,120528,2.84
Central Bank Of India,Financials,Mid-Cap,February-2026,726966,2.82
Inox India Ltd.,Capital Goods,Small-Cap,February-2026,24770,2.82
Sambhv Steel Tubes Ltd.,Metals,Small-Cap,February-2026,288782,2.75
Gland Pharma Ltd.,Healthcare,Small-Cap,February-2026,14877,2.73
Procter & Gamble Hygiene and Health Care Ltd.,FMCG,Mid-Cap,February-2026,2276,2.63
Adani Total Gas Ltd.,Energy,Mid-Cap,February-2026,49291,2.56
Balrampur Chini Mills Ltd.,FMCG,Small-Cap,February-2026,54299,2.42
Niva Bupa Health Insurance Company Ltd.,Financials,Small-Cap,February-2026,311141,2.40
IDBI Bank Ltd.,Financials,Large-Cap,February-2026,220535,2.38
Gujarat Industries Power Company Ltd.,Energy,Small-Cap,February-2026,159675,2.25
Indian Overseas Bank,Financials,Mid-Cap,February-2026,611521,2.20
Krsnaa Diagnostics Ltd.,Healthcare,Small-Cap,February-2026,31547,2.13
Nesco Ltd.,Miscellaneous,Small-Cap,February-2026,18620,2.11
Reliance Power Ltd.,Energy,Small-Cap,February-2026,805126,2.10
FDC Ltd.,Healthcare,Small-Cap,February-2026,56902,2.09
Saregama India Ltd.,Media and Communications,Small-Cap,February-2026,61980,2.08
UCO Bank,Financials,Mid-Cap,February-2026,690685,2.03
GK Energy Ltd.,Infrastructure,Small-Cap,February-2026,184718,2.01
Mayur Uniquoters Ltd.,FMCG,Small-Cap,February-2026,37469,1.96
Keystone Realtors Ltd,Construction,Small-Cap,February-2026,41825,1.91
Apeejay Surrendra Park Hotels Ltd.,Travel,Small-Cap,February-2026,153534,1.90
KSH International Ltd.,Capital Goods,Small-Cap,February-2026,52703,1.90
Indiqube Spaces Ltd.,Miscellaneous,Small-Cap,February-2026,103949,1.81
Nava Ltd.,Metals,Small-Cap,February-2026,30809,1.79
Cera Sanitaryware Ltd.,Construction,Small-Cap,February-2026,3477,1.72
Suryoday Small Finance Bank Ltd.,Financials,Small-Cap,February-2026,120000,1.62
SKF India (Industrial) Ltd.,Automobile and Ancillaries,Small-Cap,February-2026,6085,1.61
Jaiprakash Power Ventures Ltd.,Energy,Small-Cap,February-2026,1007047,1.53
Windlas Biotech Ltd.,Healthcare,Small-Cap,February-2026,18239,1.46
Timex Group India Ltd.,Consumer Durables,Small-Cap,February-2026,50557,1.44
Xpro India Ltd.,Consumer Durables,Small-Cap,February-2026,15618,1.44
TCPL Packaging Ltd.,FMCG,Small-Cap,February-2026,5340,1.41
HFCL Ltd.,Media and Communications,Small-Cap,February-2026,200149,1.37
Swan Corp Ltd.,Textile,Small-Cap,February-2026,34060,1.37
NMDC Steel Ltd.,Metals,Small-Cap,February-2026,326733,1.36
BLS International Services Ltd.,Miscellaneous,Small-Cap,February-2026,50407,1.35
Tilaknagar Industries Ltd.,FMCG,Small-Cap,February-2026,30252,1.34
Reliance Infrastructure Ltd.,Energy,Small-Cap,February-2026,118478,1.33
Gufic Biosciences Ltd.,Healthcare,Small-Cap,February-2026,43635,1.29
Rail Vikas Nigam Ltd.,Infrastructure,Mid-Cap,February-2026,37453,1.24
Marathon Nextgen Realty Ltd.,Construction,Small-Cap,February-2026,25257,1.20
Transport Corporation Of India Ltd.,Logistics,Small-Cap,February-2026,11375,1.18
Banco Products (India) Ltd.,Automobile and Ancillaries,Small-Cap,February-2026,19247,1.17
Diamond Power Infrastructure Ltd.,Capital Goods,Small-Cap,February-2026,79843,1.04
Tatva Chintan Pharma Chem Ltd.,Chemicals,Small-Cap,February-2026,8774,1.04
Paras Defence And Space Technologies Ltd.,Capital Goods,Small-Cap,February-2026,14919,1.01
Max Estates Ltd.,Construction,Small-Cap,February-2026,25548,1.01
Datamatics Global Services Ltd.,Technology,Small-Cap,February-2026,13207,0.97
Gallantt Ispat Ltd.,Metals,Small-Cap,February-2026,17606,0.97
Dredging Corporation Of India Ltd.,Logistics,Small-Cap,February-2026,9112,0.95
India Glycols Ltd.,FMCG,Small-Cap,February-2026,10175,0.94
Interarch Building Solutions Ltd.,Infrastructure,Small-Cap,February-2026,4890,0.94
Sundrop Brands Ltd.,FMCG,Small-Cap,February-2026,14633,0.93
Artemis Medicare Services Ltd.,Healthcare,Small-Cap,February-2026,37823,0.92
Sharda Motor Industries Ltd.,Automobile and Ancillaries,Small-Cap,February-2026,10244,0.91
S Chand And Company Ltd.,Media and Communications,Small-Cap,February-2026,58073,0.91
Olectra Greentech Ltd.,Automobile and Ancillaries,Small-Cap,February-2026,8470,0.88
Sapphire Foods India Ltd.,FMCG,Small-Cap,February-2026,44891,0.88
Inox Green Energy Services Ltd.,Infrastructure,Small-Cap,February-2026,51338,0.87
Jupiter Wagons Ltd.,Automobile and Ancillaries,Small-Cap,February-2026,29048,0.86
Optiemus Infracom Ltd.,Miscellaneous,Small-Cap,February-2026,20548,0.84
Midwest Ltd.,Construction,Small-Cap,February-2026,6507,0.84
Action Construction Equipment Ltd.,Logistics,Small-Cap,February-2026,9577,0.83
Travel Food Services Ltd.,Retail and Other Services,Small-Cap,February-2026,7070,0.81
Trident Ltd.,Textile,Small-Cap,February-2026,308234,0.80
Anupam Rasayan India Ltd.,Chemicals,Small-Cap,February-2026,6286,0.78
Tata Investment Corporation Ltd.,Financials,Mid-Cap,February-2026,12027,0.77
The New India Assurance Company Ltd.,Financials,Small-Cap,February-2026,51504,0.76
Juniper Hotels Ltd.,Travel,Small-Cap,February-2026,34198,0.76
V-Guard Industries Ltd.,Capital Goods,Small-Cap,February-2026,21454,0.71
GMR Power and Urban Infra Ltd.,Energy,Small-Cap,February-2026,64425,0.71
IFCI Ltd.,Financials,Small-Cap,February-2026,116119,0.67
Divgi Torqtransfer Systems Ltd.,Automobile and Ancillaries,Small-Cap,February-2026,9765,0.65
Ircon International Ltd.,Infrastructure,Small-Cap,February-2026,40884,0.63
Capri Global Capital Ltd.,Financials,Small-Cap,February-2026,37344,0.63
Supriya Lifescience Ltd.,Healthcare,Small-Cap,February-2026,8673,0.58
Tejas Networks Ltd.,Media and Communications,Small-Cap,February-2026,14394,0.56
Spandana Sphoorty Financial Ltd.,Financials,Small-Cap,February-2026,21501,0.54
Bombay Burmah Trading Corporation Ltd.,Automobile and Ancillaries,Small-Cap,February-2026,3049,0.52
Wendt (India) Ltd.,Capital Goods,Small-Cap,February-2026,729,0.50
Carysil Ltd.,FMCG,Small-Cap,February-2026,5959,0.50
Quess Corp Ltd.,Miscellaneous,Small-Cap,February-2026,24585,0.50
Hikal Ltd.,Healthcare,Small-Cap,February-2026,24931,0.49
Ingersoll-Rand (India) Ltd.,Capital Goods,Small-Cap,February-2026,1306,0.48
Orient Cement Ltd.,Construction,Small-Cap,February-2026,30740,0.48
Heritage Foods Ltd.,FMCG,Small-Cap,February-2026,13442,0.46
ITI Ltd.,Media and Communications,Small-Cap,February-2026,16299,0.46
Swaraj Engines Ltd.,Automobile and Ancillaries,Small-Cap,February-2026,1265,0.45
The Fertilisers And Chemicals Travancore Ltd.,Chemicals,Mid-Cap,February-2026,5584,0.44
Valor Estate Ltd.,Construction,Small-Cap,February-2026,38630,0.43
JBM Auto Ltd.,Automobile and Ancillaries,Small-Cap,February-2026,6880,0.38
Bansal Wire Industries Ltd.,Metals,Small-Cap,February-2026,14055,0.38
Rites Ltd.,Capital Goods,Small-Cap,February-2026,17365,0.38
Apollo Micro Systems Ltd.,Capital Goods,Small-Cap,February-2026,16056,0.38
Alkyl Amines Chemicals Ltd.,Chemicals,Small-Cap,February-2026,2394,0.37
Hatsun Agro Product Ltd.,FMCG,Small-Cap,February-2026,4073,0.36
Tata Teleservices (Maharashtra) Ltd.,Media and Communications,Small-Cap,February-2026,82351,0.36
Accord Transformer & Switchgear Ltd.,Capital Goods,Small-Cap,February-2026,72000,0.33
Rashtriya Chemicals and Fertilizers Ltd.,Chemicals,Small-Cap,February-2026,23902,0.32
Galaxy Surfactants Ltd.,FMCG,Small-Cap,February-2026,1576,0.30
Alok Industries Ltd.,Textile,Small-Cap,February-2026,199144,0.29
Alembic Pharmaceuticals Ltd.,Healthcare,Small-Cap,February-2026,3822,0.29
Sparkle Gold Rock Ltd.,Textile,Small-Cap,February-2026,37500,0.26
PSP Projects Ltd.,Construction,Small-Cap,February-2026,3371,0.25
Aether Industries Ltd.,Chemicals,Small-Cap,February-2026,2212,0.22
Gujarat Ambuja Exports Ltd.,FMCG,Small-Cap,February-2026,14811,0.21
Kross Ltd.,Automobile and Ancillaries,Small-Cap,February-2026,10516,0.21
Zuari Industries Ltd.,FMCG,Small-Cap,February-2026,7000,0.19
The Jammu & Kashmir Bank Ltd.,Financials,Small-Cap,February-2026,15806,0.18
Punjab & Sind Bank,Financials,Small-Cap,February-2026,64600,0.18
MPS Ltd.,Media and Communications,Small-Cap,February-2026,1026,0.17
Elecon Engineering Company Ltd.,Capital Goods,Small-Cap,February-2026,3639,0.15
Amanta Healthcare Ltd.,Healthcare,Small-Cap,February-2026,14369,0.15
MMTC Ltd.,Miscellaneous,Small-Cap,February-2026,22368,0.14
Authum Investment & Infrastructure Ltd.,Financials,Mid-Cap,February-2026,2370,0.12
Ideaforge Technology Ltd.,Capital Goods,Small-Cap,February-2026,2706,0.12
Rajratan Global Wire Ltd.,Automobile and Ancillaries,Small-Cap,February-2026,2590,0.11
DCX Systems Ltd.,Capital Goods,Small-Cap,February-2026,6433,0.11
Borosil Ltd.,Consumer Durables,Small-Cap,February-2026,3853,0.09
Flair Writing Industries Ltd.,FMCG,Small-Cap,February-2026,2652,0.08
Uniparts India Ltd.,Capital Goods,Small-Cap,February-2026,1554,0.07
GOCL Corporation Ltd.,Chemicals,Small-Cap,February-2026,1849,0.05
Greenply Industries Ltd.,Construction,Small-Cap,February-2026,1316,0.03
Hindustan Foods Ltd.,Diversified,Small-Cap,February-2026,457,0.02
Foseco India Ltd.,Chemicals,Small-Cap,February-2026,23,0.01
Bombay Dyeing And Manufacturing Company Ltd.,Textile,Small-Cap,February-2026,3,0.00
Bajaj Hindusthan Sugar Ltd.,FMCG,Small-Cap,February-2026,30,0.00
Bhansali Engineering Polymers Ltd.,Chemicals,Small-Cap,February-2026,3,0.00
Mahanagar Telephone Nigam Ltd.,Media and Communications,Small-Cap,February-2026,8,0.00
DCW Ltd.,Chemicals,Small-Cap,February-2026,5,0.00
Uflex Ltd.,FMCG,Small-Cap,February-2026,1,0.00
Hindustan Oil Exploration Company Ltd.,Energy,Small-Cap,February-2026,3,0.00
Jindal Poly Films Ltd.,Textile,Small-Cap,February-2026,1,0.00
Oriental Hotels Ltd.,Travel,Small-Cap,February-2026,2,0.00
Raymond Ltd.,Travel,Small-Cap,February-2026,1,0.00
Pix Transmissions Ltd.,Automobile and Ancillaries,Small-Cap,February-2026,1,0.00
Mukand Ltd.,Metals,Small-Cap,February-2026,1,0.00
Siyaram Silk Mills Ltd.,Textile,Small-Cap,February-2026,1,0.00
Nelco Ltd.,Consumer Durables,Small-Cap,February-2026,1,0.00
Responsive Industries Ltd.,Consumer Durables,Small-Cap,February-2026,1,0.00
Grauer & Weil (India) Ltd.,Chemicals,Small-Cap,February-2026,3,0.00
Prakash Industries Ltd.,Metals,Small-Cap,February-2026,3,0.00
Alembic Ltd.,Construction,Small-Cap,February-2026,2,0.00
Tanfac Industries Ltd.,Chemicals,Small-Cap,February-2026,1,0.00
Navneet Education Ltd.,Media and Communications,Small-Cap,February-2026,2,0.00
Kothari Industrial Corporation Ltd.,Diversified,Small-Cap,February-2026,1,0.00
Ugro Capital Ltd.,Financials,Small-Cap,February-2026,1,0.00
Jai Corp Ltd.,Consumer Durables,Small-Cap,February-2026,2,0.00
SG Mart Ltd.,Miscellaneous,Small-Cap,February-2026,1,0.00
Shivalik Bimetal Controls Ltd.,Metals,Small-Cap,February-2026,67,0.00
Himatsingka Seide Ltd.,Textile,Small-Cap,February-2026,2,0.00
ADF Foods Ltd.,FMCG,Small-Cap,February-2026,1,0.00
JTEKT India Ltd.,Automobile and Ancillaries,Small-Cap,February-2026,1,0.00
HLE Glascoat Ltd.,Capital Goods,Small-Cap,February-2026,1,0.00
Jayaswal Neco Industries Ltd.,Metals,Small-Cap,February-2026,14,0.00
EIH Associated Hotels Ltd.,Travel,Small-Cap,February-2026,1,0.00
Balmer Lawrie & Company Ltd.,Diversified,Small-Cap,February-2026,2,0.00
Apcotex Industries Ltd.,Automobile and Ancillaries,Small-Cap,February-2026,1,0.00
Ashiana Housing Ltd.,Construction,Small-Cap,February-2026,1,0.00
Hester Biosciences Ltd.,Healthcare,Small-Cap,February-2026,1,0.00
NACL Industries Ltd.,Chemicals,Small-Cap,February-2026,2,0.00
Panama Petrochem Ltd.,Automobile and Ancillaries,Small-Cap,February-2026,1,0.00
ASM Technologies Ltd.,Technology,Small-Cap,February-2026,17,0.00
Goldiam International Ltd.,Retail and Other Services,Small-Cap,February-2026,1,0.00
Confidence Petroleum India Ltd.,Miscellaneous,Small-Cap,February-2026,3,0.00
63 Moons Technologies Ltd.,Technology,Small-Cap,February-2026,1,0.00
Sanghvi Movers Ltd.,Logistics,Small-Cap,February-2026,1,0.00
Piccadily Agro Industries Ltd.,FMCG,Small-Cap,February-2026,1,0.00
NRB Bearings Ltd.,Automobile and Ancillaries,Small-Cap,February-2026,1,0.00
Cupid Ltd.,FMCG,Small-Cap,February-2026,4,0.00
Panacea Biotec Ltd.,Healthcare,Small-Cap,February-2026,1,0.00
Rajesh Exports Ltd.,Retail and Other Services,Small-Cap,February-2026,3,0.00
Eveready Industries India Ltd.,Automobile and Ancillaries,Small-Cap,February-2026,1,0.00
Vidhi Specialty Food Ingredients Ltd.,Chemicals,Small-Cap,February-2026,1,0.00
Sindhu Trade Links Ltd.,Logistics,Small-Cap,February-2026,11,0.00
Geojit Financial Services Ltd.,Financials,Small-Cap,February-2026,3,0.00
PNB Gilts Ltd.,Financials,Small-Cap,February-2026,1,0.00
Ramco Industries Ltd.,Construction,Small-Cap,February-2026,1,0.00
Kama Holdings Ltd.,Financials,Small-Cap,February-2026,1,0.00
JSW Holdings Ltd.,Financials,Small-Cap,February-2026,1,0.00
Sasken Technologies Ltd.,Technology,Small-Cap,February-2026,1,0.00
Prime Focus Ltd.,Miscellaneous,Small-Cap,February-2026,1,0.00
Delta Corp Ltd.,Retail and Other Services,Small-Cap,February-2026,6,0.00
Hinduja Global Solutions Ltd.,Technology,Small-Cap,February-2026,1,0.00
Paisalo Digital Ltd.,Financials,Small-Cap,February-2026,17,0.00
Globus Spirits Ltd.,FMCG,Small-Cap,February-2026,1,0.00
SEPC Ltd.,Infrastructure,Small-Cap,February-2026,40,0.00
D.B. Corp Ltd.,Media and Communications,Small-Cap,February-2026,2,0.00
Kiri Industries Ltd.,Chemicals,Small-Cap,February-2026,1,0.00
RPG Life Sciences Ltd.,Healthcare,Small-Cap,February-2026,2,0.00
Rama Steel Tubes Ltd.,Metals,Small-Cap,February-2026,28,0.00
Ramky Infrastructure Ltd.,Infrastructure,Small-Cap,February-2026,1,0.00
Bajaj Healthcare Ltd.,Healthcare,Small-Cap,February-2026,1,0.00
Fineotex Chemical Ltd.,Chemicals,Small-Cap,February-2026,13,0.00
Hathway Cable & Datacom Ltd.,Media and Communications,Small-Cap,February-2026,13,0.00
Sai Silks (Kalamandir) Ltd.,Retail and Other Services,Small-Cap,February-2026,1,0.00
Den Networks Ltd.,Media and Communications,Small-Cap,February-2026,3,0.00
Cantabil Retail India Ltd.,Textile,Small-Cap,February-2026,1,0.00
Sula Vineyards Ltd.,FMCG,Small-Cap,February-2026,2,0.00
Parag Milk Foods Ltd.,FMCG,Small-Cap,February-2026,2,0.00
Vardhman Special Steels Ltd.,Metals,Small-Cap,February-2026,1,0.00
SG Finserve Ltd.,Financials,Small-Cap,February-2026,1,0.00
Indostar Capital Finance Ltd.,Financials,Small-Cap,February-2026,1,0.00
JTL Industries Ltd,Metals,Small-Cap,February-2026,5,0.00
Magellanic Cloud Ltd.,Technology,Small-Cap,February-2026,7,0.00
Gokul Agro Resources Ltd.,FMCG,Small-Cap,February-2026,3,0.00
Muthoot Microfin Ltd.,Financials,Small-Cap,February-2026,1,0.00
Capacit'e Infraprojects Ltd.,Construction,Small-Cap,February-2026,2,0.00
SIRCA Paints India Ltd.,Miscellaneous,Small-Cap,February-2026,1,0.00
Hindware Home Innovation Ltd.,Miscellaneous,Small-Cap,February-2026,1,0.00
Meghmani Organics Ltd.,Chemicals,Small-Cap,February-2026,3,0.00
Harsha Engineers International Ltd.,Capital Goods,Small-Cap,February-2026,1,0.00
EMS Ltd.,Infrastructure,Small-Cap,February-2026,1,0.00
Vishnu Prakash R Punglia Ltd.,Infrastructure,Small-Cap,February-2026,1,0.00
EPACK Durable Ltd.,Consumer Durables,Small-Cap,February-2026,1,0.00
Gopal Snacks Ltd.,FMCG,Small-Cap,February-2026,1,0.00

Disclaimer -   All necessary precautions have been taken to avoid any error 
 lapse or insufficiency in preparing this report ; however ; no representations 
 or warranties are made (express or implied) as to the reliability 
 accuracy or completeness of such information. The Company cannot 
be held liable for the contents of this report or for any action taken on its basis.
